iter	Logloss
575	0.6060457455
576	0.6059747189
577	0.6058924161
578	0.6058335805
579	0.6057612821
580	0.6057093596
581	0.6056106566
582	0.6055292979
583	0.6054777707
584	0.6054003172
585	0.6053406152
586	0.6052579999
587	0.6052027472
588	0.6051372496
589	0.605068424
590	0.6050196538
591	0.6049354439
592	0.6048560247
593	0.6047716514
594	0.6047200917
595	0.6046653161
596	0.604573529
597	0.6045254501
598	0.6044512422
599	0.6044003144
600	0.604340806
601	0.6042615933
602	0.6041721377
603	0.6040747715
604	0.6039771025
605	0.6038971824
606	0.6038233559
607	0.603724174
608	0.6036461311
609	0.6035427642
610	0.6034714513
611	0.6034054664
612	0.6033305936
613	0.6032527868
614	0.6031710135
615	0.6030998133
616	0.6030166941
617	0.6029343199
618	0.6028392913
619	0.6027648387
620	0.6027144861
621	0.6026360687
622	0.6025680691
623	0.6024840255
624	0.6024119309
625	0.6023461132
626	0.6022609875
627	0.6021892513
628	0.6021137639
629	0.602014072
630	0.6019534553
631	0.6019024559
632	0.6018376911
633	0.6017518658
634	0.6017023577
635	0.60161797
636	0.6015607292
637	0.6014816519
638	0.6014231571
639	0.6013367679
640	0.6012534569
641	0.6011800288
642	0.6010783557
643	0.6010360564
644	0.6009792246
645	0.600902574
646	0.6008187707
647	0.6007330726
648	0.600636739
649	0.6005157262
650	0.6004576495
651	0.6003702197
652	0.6003180408
653	0.6002199716
654	0.6001558323
655	0.6000675068
656	0.6000003602
657	0.5999469368
658	0.5998791587
659	0.5998086598
660	0.5997366292
661	0.5996340338
662	0.5995393191
663	0.5994635447
664	0.5993946006
665	0.5993409592
666	0.5992532325
667	0.5991692439
668	0.5990940999
669	0.5990495981
670	0.5990083492
671	0.5989317591
672	0.5988698162
673	0.5988169102
674	0.5987591393
675	0.5986831027
676	0.5986046255
677	0.5985398496
678	0.5984410451
679	0.5983475651
680	0.5982625893
681	0.5981878654
682	0.5981236735
683	0.5980628149
684	0.5979705046
685	0.5979110787
686	0.5978650626
687	0.5977869713
688	0.5977078143
689	0.5976393106
690	0.5975632317
691	0.5974973428
692	0.5974355559
693	0.5973467903
694	0.597247763
695	0.5971744755
696	0.5970926202
697	0.5970354663
698	0.5969853365
699	0.5969161603
700	0.5968592692
701	0.596798987
702	0.5967332132
703	0.5966482463
704	0.5966130407
705	0.5965546594
706	0.5964918304
707	0.5964583864
708	0.5963878669
709	0.5963209383
710	0.596224781
711	0.5961622439
712	0.5960743752
713	0.596028127
714	0.595937018
715	0.5958609585
716	0.5958122939
717	0.5957444228
718	0.5956881696
719	0.5956170879
720	0.5955459894
721	0.5954898595
722	0.5954266455
723	0.5953735438
724	0.5953082302
725	0.5952680729
726	0.5951872972
727	0.5950950207
728	0.5950315364
729	0.5949741428
730	0.5948891499
731	0.5948239465
732	0.5947732191
733	0.5946928966
734	0.5946283031
735	0.5945859619
736	0.5945219
737	0.5944299929
738	0.5943529614
739	0.5942855978
740	0.5942286469
741	0.5941588078
742	0.5940452247
743	0.5939595873
744	0.593885461
745	0.5938273126
746	0.5937361371
747	0.5936433094
748	0.5935806575
749	0.5935233506
750	0.5934578852
751	0.593369077
752	0.5933179597
753	0.593244772
754	0.5931725273
755	0.593101185
756	0.5929965555
757	0.5929410994
758	0.5928724975
759	0.5928356753
760	0.5927469931
761	0.5926683292
762	0.5925990522
763	0.5925261749
764	0.5924195778
765	0.5923537905
766	0.5922778148
767	0.5922108179
768	0.5921241809
769	0.5920619881
770	0.5919835801
771	0.5919304749
772	0.591888647
773	0.5917783728
774	0.5917314461
775	0.5916724222
776	0.5915955538
777	0.5915284877
778	0.59144615
779	0.5913728602
780	0.591313411
781	0.5912309959
782	0.5911821175
783	0.5911328598
784	0.5910496645
785	0.5909690598
786	0.590894431
787	0.5908230265
788	0.5907439712
789	0.5906801639
790	0.5906100962
791	0.5905150448
792	0.590431385
793	0.590361117
794	0.5902611431
795	0.5902075826
796	0.5901376978
797	0.5900781102
798	0.5900069237
799	0.5899631111
800	0.5899056038
801	0.5898202098
802	0.5897312896
803	0.5896485069
804	0.5895786292
805	0.5894790931
806	0.5894176418
807	0.5893441088
808	0.5892516383
809	0.5891703721
810	0.5890882509
811	0.5890034397
812	0.5889299162
813	0.5888512028
814	0.5887640162
815	0.5886928286
816	0.5886442827
817	0.5885667518
818	0.5885061489
819	0.5884267098
820	0.5883508163
821	0.5882825605
822	0.5882086456
823	0.5881282478
824	0.5880800614
825	0.5879746462
826	0.5879172579
827	0.5878564599
828	0.5877873395
829	0.5877337983
830	0.5876739318
831	0.5875816925
832	0.587520583
833	0.5874390992
834	0.5873786578
835	0.5873171929
836	0.5872511104
837	0.5871928859
838	0.5871443513
839	0.5870952037
840	0.5870335493
841	0.5869626305
842	0.5868656522
843	0.5867913455
844	0.5867445161
845	0.5866973072
846	0.5866469458
847	0.5865837565
848	0.5865124117
849	0.5864259673
850	0.5863615037
851	0.5862818373
852	0.5861901972
853	0.5861251214
854	0.5860700074
855	0.5860263503
856	0.5859430409
857	0.5858727976
858	0.5858012505
859	0.5857362213
860	0.5856572794
861	0.5856207386
862	0.5855362486
863	0.585465979
864	0.5854142165
865	0.5853551557
866	0.5852988058
867	0.5852243903
868	0.5851629288
869	0.5851091025
870	0.5850396931
871	0.5849998101
872	0.5849249905
873	0.5848569233
874	0.5848106428
875	0.5847213358
876	0.5846609454
877	0.5845651374
878	0.5844928668
879	0.5844336672
880	0.584359392
881	0.5843058301
882	0.5842476708
883	0.5842018977
884	0.584132787
885	0.5840783118
886	0.5840264619
887	0.5839501381
888	0.5838933823
889	0.5838229056
890	0.5837589896
891	0.5836866883
892	0.5836311248
893	0.5835639188
894	0.5834735503
895	0.5834227575
896	0.5833196598
897	0.5832243051
898	0.5831599297
899	0.5831199916
900	0.5830842387
901	0.5830315443
902	0.5829889137
903	0.582918967
904	0.5828584223
905	0.5827820402
906	0.5827502303
907	0.5826876261
908	0.5826156254
909	0.5825418898
910	0.5824954191
911	0.5824115773
912	0.5823652488
913	0.5822957457
914	0.5822670353
915	0.5821877716
916	0.5821551174
917	0.5820872738
918	0.5820245112
919	0.5819392813
920	0.5818952852
921	0.5818425674
922	0.581760461
923	0.5816796352
924	0.5816200377
925	0.5815460454
926	0.5815024029
927	0.5814283012
928	0.5813636093
929	0.5813329607
930	0.5812582751
931	0.5811623126
932	0.581110215
933	0.5810397289
934	0.5809801746
935	0.5809113786
936	0.5808219918
937	0.580775343
938	0.5807154781
939	0.580683963
940	0.5806096141
941	0.5805218875
942	0.5804582297
943	0.5804263826
944	0.5803804531
945	0.5803259635
946	0.580252961
947	0.5801951752
948	0.5801536933
949	0.5800932715
950	0.5800363745
951	0.5799808566
952	0.5799373295
953	0.5798714756
954	0.5798001386
955	0.5797479717
956	0.5796845914
957	0.5796261489
958	0.5795814794
959	0.5795175724
960	0.5794613991
961	0.5793990579
962	0.5793335546
963	0.5792594679
964	0.5792059658
965	0.5791300264
966	0.5790620069
967	0.5790329916
968	0.5789601276
969	0.5788999675
970	0.5788446937
971	0.578810616
972	0.578745843
973	0.5786975034
974	0.5786423911
975	0.5786013076
976	0.5785766311
977	0.5785031956
978	0.5784490497
979	0.5783780975
980	0.5783040088
981	0.5782603799
982	0.5781662901
983	0.5781146249
984	0.5780557731
985	0.5779881354
986	0.5779419372
987	0.5778898948
988	0.5778038966
989	0.577770569
990	0.577691922
991	0.5776193685
992	0.577568611
993	0.5775176411
994	0.5774438065
995	0.5773966976
996	0.5773779017
997	0.5773464865
998	0.5772770724
999	0.5772324276
